gauge_id,sand_perc,sand_perc_missing,silt_perc,silt_perc_missing,clay_perc,clay_perc_missing,organic_perc,organic_perc_missing,bulkdens,bulkdens_missing,bulkdens_5,bulkdens_50,bulkdens_95,tawc,tawc_missing,tawc_5,tawc_50,tawc_95,porosity_cosby,porosity_cosby_missing,porosity_cosby_5,porosity_cosby_50,porosity_cosby_95,porosity_hypres,porosity_hypres_missing,porosity_hypres_5,porosity_hypres_50,porosity_hypres_95,conductivity_cosby,conductivity_cosby_missing,conductivity_cosby_5,conductivity_cosby_50,conductivity_cosby_95,conductivity_hypres,conductivity_hypres_missing,conductivity_hypres_5,conductivity_hypres_50,conductivity_hypres_95,root_depth,root_depth_missing,root_depth_5,root_depth_50,root_depth_95,soil_depth_pelletier,soil_depth_pelletier_missing,soil_depth_pelletier_5,soil_depth_pelletier_50,soil_depth_pelletier_95
2002,41.74,1.50,24.42,1.50,33.85,1.50,16.70,1.50,0.82,1.50,0.28,1.14,1.65,151.30,1.50,33.89,97.81,235.65,43.32,1.50,38.04,43.60,45.57,63.52,1.50,33.00,55.00,81.00,0.90,1.50,0.52,1.15,6.21,1.14,1.50,0.53,2.10,3.13,1.15,1.50,0.50,1.30,1.30,2.10,0.00,1.00,1.00,14.00
21003,65.17,0.57,21.25,0.57,13.58,0.57,2.89,0.57,1.48,0.57,0.28,1.53,1.74,76.52,0.57,33.89,68.44,235.65,40.74,0.57,37.89,40.10,43.82,40.62,0.57,32.00,39.00,81.00,2.43,0.57,1.15,3.54,6.80,1.52,0.57,1.27,1.45,3.13,0.94,0.57,0.50,1.30,1.30,1.58,0.43,0.00,1.00,2.00
21006,61.92,0.46,23.07,0.46,15.02,0.46,3.72,0.46,1.41,0.46,0.28,1.42,1.73,82.35,0.46,33.89,88.01,235.65,41.15,0.46,37.94,42.80,43.83,42.93,0.46,32.00,44.00,81.00,2.16,0.46,1.15,2.31,6.73,1.54,0.46,1.27,1.45,3.13,0.96,0.46,0.50,1.30,1.30,1.27,0.38,0.00,1.00,1.00
21008,47.51,0.17,29.45,0.17,23.03,0.17,6.16,0.17,1.24,0.17,0.28,1.38,1.74,113.97,0.17,33.89,97.81,235.65,42.90,0.17,37.89,43.60,44.08,49.41,0.17,32.00,45.00,81.00,1.43,0.17,1.15,1.39,6.80,1.44,0.17,1.27,1.36,3.13,1.22,0.17,0.50,1.30,1.30,1.53,0.01,1.00,1.00,2.00
21009,52.99,0.30,27.65,0.30,19.37,0.30,3.81,0.30,1.35,0.30,0.28,1.42,1.73,95.00,0.30,33.89,95.39,235.65,42.26,0.30,37.94,43.55,44.21,45.53,0.30,32.00,45.00,81.00,1.70,0.30,1.15,1.60,6.73,1.47,0.30,1.27,1.43,3.13,1.09,0.30,0.50,1.30,1.30,3.29,0.25,1.00,1.00,22.00
21011,66.31,1.29,18.79,1.29,14.90,1.29,3.34,1.29,1.45,1.29,0.28,1.53,1.73,78.39,1.29,33.89,88.01,235.65,40.53,1.29,37.94,40.10,45.57,41.47,1.29,32.00,39.00,81.00,2.36,1.29,1.15,3.54,6.73,1.57,1.29,1.27,1.52,3.13,0.96,1.29,0.50,1.30,1.30,0.97,0.00,1.00,1.00,1.00
21012,56.54,0.00,24.54,0.00,18.92,0.00,5.60,0.00,1.32,0.00,0.28,1.42,1.74,101.15,0.00,33.89,95.39,235.65,41.77,0.00,37.89,43.47,43.83,46.22,0.00,32.00,44.00,81.00,1.78,0.00,1.15,1.62,6.80,1.55,0.00,1.27,1.43,3.13,1.12,0.00,0.50,1.30,1.30,0.99,0.00,1.00,1.00,1.00
21013,55.48,0.00,27.65,0.00,16.87,0.00,2.51,0.00,1.42,0.00,1.10,1.42,1.74,87.90,0.00,33.89,95.39,108.92,42.00,0.00,37.89,43.47,43.82,43.23,0.00,32.00,44.00,52.00,1.92,0.00,1.34,1.62,6.80,1.50,0.00,1.27,1.43,2.28,1.09,0.00,0.50,1.30,1.30,1.06,0.15,1.00,1.00,1.00
21015,43.81,0.00,34.72,0.00,21.47,0.00,5.19,0.00,1.21,0.00,0.28,1.38,1.42,110.51,0.00,55.12,102.07,235.65,43.48,0.00,42.75,43.64,43.83,50.25,0.00,44.00,45.00,81.00,1.49,0.00,1.15,1.39,2.31,1.57,0.00,1.34,1.43,3.13,1.17,0.00,0.50,1.30,1.30,1.44,0.00,1.00,1.00,1.00
21016,42.00,0.00,34.34,0.00,23.65,0.00,0.56,0.00,1.39,0.00,1.37,1.38,1.42,99.57,0.00,95.39,102.07,102.07,43.66,0.00,43.47,43.74,43.83,44.72,0.00,44.00,45.00,45.00,1.42,0.00,1.34,1.39,1.62,1.36,0.00,1.34,1.36,1.43,1.30,0.00,1.30,1.30,1.30,4.00,0.01,1.00,1.00,23.00
21017,75.88,0.00,12.40,0.00,11.72,0.00,1.72,0.00,1.55,0.00,1.53,1.65,1.65,64.65,0.00,33.89,33.89,88.01,39.29,0.00,38.04,38.04,40.10,37.41,0.00,33.00,33.00,39.00,3.60,0.00,3.51,6.21,6.21,1.69,0.00,1.52,2.10,2.10,0.90,0.00,0.50,0.50,1.30,0.98,0.00,1.00,1.00,1.00
21018,53.88,0.00,28.03,0.00,18.09,0.00,2.69,0.00,1.41,0.00,0.28,1.42,1.74,94.94,0.00,33.89,95.39,235.65,42.18,0.00,37.89,43.47,43.83,43.52,0.00,32.00,44.00,81.00,1.82,0.00,1.15,1.62,6.80,1.46,0.00,1.27,1.43,3.13,1.18,0.00,0.50,1.30,1.30,2.55,0.00,1.00,1.00,18.00
21022,48.00,0.00,29.58,0.00,22.42,0.00,4.28,0.00,1.29,0.00,0.28,1.38,1.65,105.56,0.00,33.89,97.81,235.65,42.85,0.00,38.04,43.74,44.36,47.50,0.00,33.00,45.00,81.00,1.49,0.00,1.15,1.39,6.21,1.45,0.00,1.27,1.36,3.13,1.20,0.00,0.50,1.30,1.30,5.64,0.00,1.00,1.00,33.00
21023,47.92,0.00,29.44,0.00,22.64,0.00,0.53,0.00,1.41,0.00,1.36,1.37,1.51,95.62,0.00,79.09,95.48,110.37,42.86,0.00,40.10,43.83,44.36,44.15,0.00,40.00,45.00,47.00,1.55,0.00,1.17,1.34,3.42,1.39,0.00,1.27,1.34,1.64,1.30,0.00,1.30,1.30,1.30,24.10,0.00,1.00,23.00,50.00
21024,44.54,0.00,28.86,0.00,26.59,0.00,11.35,0.00,1.04,0.00,0.28,1.37,1.65,135.52,0.00,33.89,102.07,235.65,43.19,0.00,38.04,43.60,45.57,56.13,0.00,33.00,45.00,81.00,1.22,0.00,0.52,1.34,6.21,1.44,0.00,0.53,1.43,3.13,1.21,0.00,0.50,1.30,1.30,1.00,0.02,1.00,1.00,1.00
21026,72.56,0.00,12.72,0.00,14.73,0.00,4.35,0.00,1.45,0.00,0.28,1.65,1.65,68.70,0.00,33.89,33.89,235.65,39.65,0.00,38.04,38.04,45.57,40.77,0.00,33.00,33.00,81.00,2.38,0.00,0.52,6.21,6.21,1.59,0.00,0.53,2.10,3.13,0.79,0.00,0.50,0.50,1.30,0.99,0.00,1.00,1.00,1.00
21027,42.62,0.00,31.82,0.00,25.55,0.00,2.62,0.00,1.31,0.00,0.28,1.38,1.51,105.78,0.00,79.09,102.07,235.65,43.50,0.00,40.10,43.74,45.57,47.47,0.00,40.00,45.00,81.00,1.27,0.00,0.52,1.39,3.42,1.25,0.00,0.53,1.36,3.13,1.29,0.00,1.30,1.30,1.30,9.75,0.00,1.00,1.00,41.00
22001,45.17,0.69,31.88,0.69,22.95,0.69,4.08,0.69,1.30,0.69,0.28,1.38,1.73,100.19,0.69,41.36,108.92,235.65,43.24,0.69,38.07,43.82,44.86,47.72,0.69,32.00,45.00,81.00,1.38,0.69,1.02,1.38,6.47,1.39,0.69,1.10,1.39,3.13,1.03,0.69,0.30,1.30,1.30,3.37,0.02,1.00,1.00,22.00
22006,37.66,0.00,35.22,0.00,27.11,0.00,0.54,0.00,1.36,0.00,1.24,1.38,1.38,108.25,0.00,103.09,108.92,112.23,44.15,0.00,43.82,43.82,45.83,46.01,0.00,45.00,45.00,52.00,1.15,0.00,0.56,1.38,1.38,1.20,0.00,0.74,1.34,1.34,1.30,0.00,1.30,1.30,1.30,20.03,0.00,1.00,21.00,50.00
22007,39.41,0.00,34.77,0.00,25.82,0.00,1.56,0.00,1.34,0.00,1.22,1.38,1.47,110.92,0.00,82.82,108.92,112.23,43.95,0.00,40.22,43.82,44.86,46.70,0.00,41.00,45.00,51.76,1.24,0.00,1.02,1.38,2.97,1.27,0.00,1.10,1.34,1.57,1.28,0.00,1.30,1.30,1.30,6.83,0.00,1.00,1.00,27.00
22009,47.21,1.16,31.10,1.16,21.69,1.16,6.37,1.16,1.23,1.16,0.28,1.38,1.73,101.73,1.16,41.36,97.81,235.65,42.99,1.16,38.07,43.60,44.86,49.58,1.16,32.00,45.00,81.00,1.48,1.16,1.02,1.38,6.73,1.52,1.16,1.10,1.47,3.13,0.94,1.16,0.30,1.30,1.30,1.43,0.03,1.00,1.00,1.00
23001,42.24,0.09,33.50,0.09,24.25,0.09,6.38,0.09,1.16,0.09,0.28,1.36,1.51,120.54,0.09,57.53,108.92,235.65,43.60,0.09,40.10,43.82,44.86,51.90,0.09,40.00,47.00,81.00,1.33,0.09,1.02,1.38,3.42,1.49,0.09,1.10,1.39,3.13,1.19,0.09,0.50,1.30,1.30,1.84,0.01,1.00,1.00,2.00
23004,42.88,0.00,33.73,0.00,23.39,0.00,7.03,0.00,1.14,0.00,0.28,1.22,1.67,119.29,0.00,49.67,108.92,235.65,43.54,0.00,38.07,43.82,44.86,52.59,0.00,33.00,50.00,81.00,1.35,0.00,1.02,1.38,6.29,1.52,0.00,1.10,1.39,3.13,1.12,0.00,0.30,1.30,1.30,1.69,0.00,1.00,1.00,2.00
23006,44.32,0.00,33.11,0.00,22.58,0.00,9.87,0.00,1.03,0.00,0.28,1.22,1.67,126.19,0.00,41.36,108.31,235.65,43.37,0.00,38.07,43.64,44.08,55.85,0.00,33.00,50.00,81.00,1.38,0.00,1.15,1.21,6.29,1.67,0.00,1.34,1.51,3.13,1.06,0.00,0.30,1.30,1.30,1.31,0.00,1.00,1.00,1.00
23007,39.91,0.00,35.52,0.00,24.56,0.00,7.66,0.00,1.12,0.00,0.28,1.35,1.42,123.76,0.00,57.53,108.92,235.65,43.92,0.00,43.55,43.82,44.86,53.71,0.00,44.00,47.00,81.00,1.27,0.00,1.02,1.38,2.24,1.49,0.00,1.10,1.39,3.13,1.14,0.00,0.50,1.30,1.30,1.16,0.00,1.00,1.00,1.00
23008,41.27,0.00,33.79,0.00,24.93,0.00,6.55,0.00,1.14,0.00,0.28,1.22,1.38,124.48,0.00,60.86,108.92,235.65,43.72,0.00,43.60,43.82,44.08,52.76,0.00,45.00,50.00,81.00,1.31,0.00,1.15,1.21,2.24,1.51,0.00,1.34,1.39,3.13,1.22,0.00,0.50,1.30,1.30,1.25,0.02,1.00,1.00,2.00
23011,47.15,0.00,28.02,0.00,24.83,0.00,13.83,0.00,0.94,0.00,0.28,1.17,1.67,139.08,0.00,41.36,108.31,235.65,42.89,0.00,38.07,43.60,45.57,58.86,0.00,33.00,50.00,81.00,1.28,0.00,0.52,1.21,6.29,1.66,0.00,0.53,2.44,3.13,1.03,0.00,0.30,1.30,1.30,0.98,0.05,1.00,1.00,1.00
23016,32.92,0.00,34.95,0.00,32.12,0.00,0.53,0.00,1.33,0.00,1.24,1.35,1.38,108.03,0.00,103.09,110.92,112.23,44.64,0.00,43.82,44.86,45.83,47.56,0.00,45.00,47.00,52.00,0.91,0.00,0.56,1.02,1.38,1.03,0.00,0.74,1.10,1.34,1.30,0.00,1.30,1.30,1.30,24.27,0.00,1.00,25.00,50.00
24001,40.80,0.00,35.62,0.00,23.58,0.00,5.04,0.00,1.20,0.00,0.28,1.35,1.42,114.01,0.00,57.53,108.92,235.65,43.83,0.00,43.55,43.82,44.86,50.89,0.00,44.00,47.00,81.00,1.33,0.00,1.02,1.38,2.24,1.45,0.00,1.10,1.39,3.13,1.15,0.00,0.50,1.30,1.30,1.47,0.00,1.00,1.00,1.00
24003,41.19,0.00,35.37,0.00,23.44,0.00,5.96,0.00,1.13,0.00,0.28,1.22,1.42,114.59,0.00,57.53,108.31,235.65,43.78,0.00,43.55,44.08,44.08,52.86,0.00,44.00,50.00,81.00,1.34,0.00,1.15,1.21,2.24,1.54,0.00,1.34,1.39,3.13,1.13,0.00,0.50,1.30,1.30,0.98,0.00,1.00,1.00,1.00
24004,40.86,0.00,34.47,0.00,24.67,0.00,12.13,0.00,0.95,0.00,0.28,1.22,1.42,144.45,0.00,57.53,108.92,235.65,43.78,0.00,43.55,43.82,44.08,58.74,0.00,44.00,50.00,81.00,1.30,0.00,1.15,1.21,2.24,1.70,0.00,1.34,1.39,3.13,1.19,0.00,0.50,1.30,1.30,1.01,0.00,1.00,1.00,1.00
24005,38.95,0.00,36.53,0.00,24.51,0.00,0.63,0.00,1.38,0.00,1.35,1.38,1.42,99.60,0.00,57.53,108.92,112.23,44.06,0.00,43.55,43.82,44.86,45.50,0.00,44.00,45.00,47.00,1.28,0.00,1.02,1.38,1.59,1.28,0.00,1.10,1.34,1.47,1.19,0.00,0.70,1.30,1.30,1.48,0.00,1.00,1.00,1.00
25001,42.38,0.00,32.01,0.00,25.62,0.00,9.02,0.00,1.08,0.00,0.28,1.22,1.67,128.63,0.00,41.36,108.92,235.65,43.54,0.00,38.07,43.82,45.57,54.67,0.00,33.00,50.00,81.00,1.23,0.00,0.52,1.21,6.29,1.45,0.00,0.53,1.39,3.13,1.15,0.00,0.30,1.30,1.30,4.77,0.00,1.00,1.00,28.00
25003,57.30,0.00,19.25,0.00,23.46,0.00,12.32,0.00,1.09,0.00,0.28,1.14,1.67,117.55,0.00,41.36,97.81,235.65,41.50,0.00,38.07,43.60,45.57,53.60,0.00,33.00,55.00,81.00,1.33,0.00,0.52,1.15,6.29,1.47,0.00,0.53,2.44,3.13,0.84,0.00,0.30,1.30,1.30,1.59,0.00,1.00,1.00,2.00
25006,39.04,0.00,29.50,0.00,31.46,0.00,16.48,0.00,0.81,0.00,0.28,1.14,1.38,163.66,0.00,54.61,108.92,235.65,43.79,0.00,43.60,43.60,45.57,64.03,0.00,45.00,55.00,81.00,1.01,0.00,0.52,1.15,2.24,1.39,0.00,0.53,2.44,3.13,1.25,0.00,0.39,1.30,1.30,3.18,0.00,1.00,1.00,19.00
25012,39.56,0.00,31.85,0.00,28.59,0.00,15.63,0.00,0.81,0.00,0.28,1.22,1.22,162.53,0.00,108.31,108.31,235.65,43.82,0.00,43.60,44.08,44.08,63.51,0.00,50.00,50.00,81.00,1.19,0.00,1.15,1.21,1.21,1.83,0.00,1.39,1.39,3.13,1.26,0.00,1.30,1.30,1.30,0.96,0.00,1.00,1.00,1.00
25020,48.23,0.00,27.49,0.00,24.28,0.00,1.67,0.00,1.37,0.00,1.35,1.36,1.51,103.73,0.00,82.82,110.92,112.23,42.75,0.00,40.10,44.10,44.86,45.47,0.00,40.00,46.00,47.00,1.47,0.00,1.02,1.21,3.42,1.32,0.00,1.10,1.26,1.65,1.30,0.00,1.30,1.30,1.30,17.82,0.00,1.00,18.00,50.00
25021,54.66,0.00,23.09,0.00,22.25,0.00,2.91,0.00,1.36,0.00,0.24,1.47,1.53,102.52,0.00,75.85,88.01,221.88,41.91,0.00,40.07,40.22,44.86,45.52,0.00,39.00,41.00,85.00,1.77,0.00,1.02,2.97,3.54,1.44,0.00,1.10,1.57,3.77,1.30,0.00,1.30,1.30,1.30,16.26,0.00,1.00,17.00,45.00
25029,40.27,0.00,33.96,0.00,25.76,0.00,1.32,0.00,1.34,0.00,1.17,1.35,1.52,104.45,0.00,57.53,110.92,112.23,43.83,0.00,39.05,44.35,45.83,46.51,0.00,38.00,47.00,52.00,1.19,0.00,0.56,1.07,4.19,1.22,0.00,0.74,1.15,1.85,1.23,0.00,0.70,1.30,1.30,18.99,0.00,1.00,17.00,50.00
26003,40.04,0.00,35.94,0.00,24.02,0.00,0.95,0.00,1.39,0.00,1.35,1.39,1.41,75.44,0.00,44.86,49.91,110.92,43.92,0.00,43.28,44.10,44.54,44.51,0.00,43.00,44.00,46.00,1.33,0.00,1.21,1.34,1.44,1.30,0.00,1.11,1.26,1.62,0.81,0.00,0.30,0.50,1.30,8.51,0.00,1.00,1.00,50.00
26005,39.33,0.08,37.67,0.08,23.00,0.08,1.14,0.08,1.39,0.08,1.36,1.39,1.41,65.30,0.08,44.86,48.17,110.92,44.06,0.08,43.52,44.10,44.54,44.25,0.08,43.00,44.00,46.00,1.34,0.08,1.21,1.34,1.43,1.29,0.08,1.11,1.26,1.58,0.68,0.08,0.30,0.50,1.30,3.94,0.00,1.00,1.00,23.00
26006,49.95,0.00,28.02,0.00,22.03,0.00,0.79,0.00,1.42,0.00,1.34,1.41,1.51,76.95,0.00,44.86,79.09,110.92,42.59,0.00,40.10,43.52,44.54,43.13,0.00,40.00,43.00,46.00,1.66,0.00,1.21,1.35,3.42,1.35,0.00,1.10,1.28,1.64,1.01,0.00,0.30,1.30,1.30,5.41,0.00,1.00,1.00,39.00
26008,40.71,0.00,37.21,0.00,22.09,0.00,1.26,0.00,1.40,0.00,1.36,1.39,1.45,65.57,0.00,44.86,48.17,110.92,43.90,0.00,40.63,44.10,44.54,43.90,0.00,42.00,43.94,46.00,1.39,0.00,1.21,1.34,2.57,1.28,0.00,1.11,1.26,1.58,0.71,0.00,0.30,0.50,1.30,4.09,0.00,1.00,1.00,26.00
26009,40.50,0.00,35.43,0.00,24.07,0.00,0.96,0.00,1.39,0.00,1.34,1.39,1.41,77.12,0.00,44.86,79.09,110.92,43.86,0.00,43.28,44.10,44.54,44.52,0.00,43.00,44.00,46.00,1.34,0.00,1.21,1.34,1.43,1.28,0.00,1.10,1.26,1.58,0.87,0.00,0.30,1.30,1.30,7.78,0.00,1.00,1.00,50.00
27001,38.94,0.00,35.35,0.00,25.71,0.00,3.80,0.00,1.24,0.00,0.28,1.35,1.47,115.35,0.00,60.86,110.92,235.65,44.02,0.00,40.22,44.08,44.86,49.95,0.00,41.00,47.00,81.00,1.20,0.00,1.02,1.21,2.97,1.30,0.00,1.10,1.34,3.13,1.23,0.00,0.50,1.30,1.30,8.39,0.00,1.00,1.00,50.00
27002,39.21,0.17,35.21,0.17,25.58,0.17,3.71,0.17,1.23,0.17,0.28,1.35,1.43,108.92,0.17,43.33,108.31,235.65,43.99,0.17,42.80,44.08,44.86,49.89,0.17,42.00,47.00,81.00,1.23,0.17,1.02,1.21,2.24,1.35,0.17,1.10,1.39,3.13,1.15,0.17,0.50,1.30,1.30,1.44,0.00,1.00,1.00,3.00
27003,45.91,0.09,31.20,0.09,22.88,0.09,2.69,0.09,1.33,0.09,0.28,1.38,1.55,94.90,0.09,36.11,108.92,235.65,43.13,0.09,39.68,43.82,44.86,46.58,0.09,38.00,45.00,81.00,1.41,0.09,1.02,1.38,3.93,1.39,0.09,1.10,1.34,3.13,1.05,0.09,0.50,1.30,1.30,2.46,0.00,1.00,1.00,11.00
27006,51.70,0.00,27.03,0.00,21.26,0.00,4.49,0.00,1.29,0.00,0.28,1.38,1.67,89.41,0.00,34.39,95.48,235.65,42.37,0.00,38.07,43.60,45.95,47.40,0.00,33.00,45.00,81.00,1.52,0.00,0.50,1.38,6.29,1.45,0.00,0.57,1.47,3.13,0.93,0.00,0.30,1.30,1.30,1.08,0.00,1.00,1.00,1.00
27007,43.54,0.11,33.49,0.11,22.98,0.11,4.76,0.11,1.21,0.11,0.28,1.35,1.51,111.94,0.11,57.53,108.92,235.65,43.47,0.11,40.09,43.82,44.86,50.19,0.11,40.00,47.00,81.00,1.38,0.11,1.02,1.21,3.42,1.44,0.11,1.10,1.39,3.13,1.18,0.11,0.50,1.30,1.30,5.20,0.00,1.00,1.00,34.00
27009,43.94,0.03,31.82,0.03,24.24,0.03,3.32,0.03,1.28,0.03,0.28,1.35,1.67,108.13,0.03,57.53,108.92,235.65,43.36,0.03,38.22,43.82,45.83,48.21,0.03,33.00,47.00,81.00,1.29,0.03,0.56,1.21,6.27,1.30,0.03,0.74,1.34,3.13,1.21,0.03,0.50,1.30,1.30,16.67,0.00,1.00,1.00,50.00
27021,46.49,0.00,30.11,0.00,23.40,0.00,1.77,0.00,1.37,0.00,1.17,1.38,1.55,89.86,0.00,34.39,108.92,112.23,43.03,0.00,39.68,43.82,45.95,45.26,0.00,38.00,45.00,52.00,1.36,0.00,0.50,1.38,3.93,1.30,0.00,0.57,1.34,2.05,1.04,0.00,0.50,1.30,1.30,2.04,0.00,1.00,1.00,9.00
27023,45.42,0.00,30.21,0.00,24.37,0.00,0.63,0.00,1.41,0.00,1.23,1.38,1.55,83.11,0.00,34.18,105.45,112.23,43.15,0.00,39.68,43.82,45.95,44.17,0.00,38.00,45.00,52.00,1.29,0.00,0.50,1.38,3.93,1.22,0.00,0.57,1.34,2.05,1.03,0.00,0.50,1.30,1.30,1.09,0.00,1.00,1.00,2.00
27025,45.20,0.00,31.18,0.00,23.62,0.00,0.71,0.00,1.40,0.00,1.23,1.38,1.55,90.19,0.00,34.39,108.92,112.23,43.21,0.00,39.68,43.82,45.95,44.20,0.00,38.00,45.00,52.00,1.36,0.00,0.50,1.38,3.93,1.28,0.00,0.57,1.34,1.96,1.09,0.00,0.50,1.30,1.30,1.14,0.00,1.00,1.00,2.00
27026,48.48,0.00,28.15,0.00,23.37,0.00,0.81,0.00,1.42,0.00,1.23,1.38,1.55,82.96,0.00,34.18,105.45,112.23,42.75,0.00,38.85,43.82,45.95,43.65,0.00,38.00,45.00,52.00,1.36,0.00,0.50,1.38,3.93,1.24,0.00,0.57,1.34,2.05,1.02,0.00,0.50,1.30,1.30,1.05,0.00,1.00,1.00,1.00
27029,53.67,0.00,26.00,0.00,20.33,0.00,7.01,0.00,1.21,0.00,0.28,1.22,1.73,98.37,0.00,34.18,95.48,235.65,42.13,0.00,38.07,43.60,44.21,50.00,0.00,32.00,50.00,81.00,1.63,0.00,1.15,1.38,6.47,1.62,0.00,1.34,1.80,3.13,0.91,0.00,0.30,1.30,1.30,1.05,0.00,1.00,1.00,1.00
27030,44.92,0.00,30.40,0.00,24.68,0.00,0.60,0.00,1.40,0.00,1.23,1.38,1.55,87.87,0.00,34.39,108.92,112.23,43.21,0.00,39.80,43.82,45.95,44.30,0.00,38.00,45.00,52.00,1.27,0.00,0.50,1.38,3.90,1.21,0.00,0.57,1.34,1.96,1.07,0.00,0.50,1.30,1.30,2.68,0.00,1.00,1.00,15.00
27032,41.56,0.00,31.64,0.00,26.80,0.00,16.84,0.00,0.78,0.00,0.28,0.67,1.22,161.63,0.00,43.56,108.31,235.65,43.61,0.00,43.60,43.60,44.08,64.32,0.00,50.00,52.71,81.00,1.20,0.00,1.15,1.15,2.24,1.78,0.00,1.39,2.01,3.13,1.18,0.00,0.32,1.30,1.30,1.00,0.00,1.00,1.00,1.00
27034,42.03,0.20,35.76,0.20,22.20,0.20,4.92,0.20,1.18,0.20,0.28,1.22,1.42,109.51,0.20,57.53,108.31,235.65,43.71,0.20,43.55,43.82,44.08,51.11,0.20,43.00,50.00,81.00,1.39,0.20,1.15,1.38,2.24,1.48,0.20,1.34,1.39,3.13,1.12,0.20,0.50,1.30,1.30,1.13,0.00,1.00,1.00,2.00
27035,40.22,0.60,35.79,0.60,23.99,0.60,1.81,0.60,1.31,0.60,1.17,1.38,1.42,102.54,0.60,44.86,108.92,112.23,43.90,0.60,43.55,43.82,44.86,47.19,0.60,44.00,45.00,50.00,1.34,0.60,1.02,1.38,1.59,1.38,0.60,1.10,1.34,1.51,1.18,0.60,0.50,1.30,1.30,2.41,0.00,1.00,1.00,18.00
27038,62.62,0.00,21.16,0.00,16.22,0.00,0.57,0.00,1.50,0.00,NaN,1.55,1.55,48.40,0.00,34.18,36.11,100.96,41.00,0.00,39.68,39.80,44.39,40.20,0.00,38.00,38.00,46.42,2.43,0.00,NaN,3.90,3.93,1.73,0.00,NaN,1.96,2.05,0.63,0.00,0.50,0.50,1.30,8.14,0.00,1.00,1.00,50.00
27041,48.34,0.03,29.31,0.03,22.35,0.03,2.51,0.03,1.35,0.03,1.04,1.39,1.73,81.28,0.03,34.18,79.09,112.23,42.81,0.03,38.14,43.73,45.95,45.59,0.03,32.00,45.00,55.00,1.43,0.03,0.50,1.39,6.47,1.34,0.03,0.57,1.45,2.44,0.89,0.03,0.30,1.30,1.30,10.53,0.00,1.00,1.00,50.00
27042,50.35,0.00,33.16,0.00,16.48,0.00,3.89,0.00,1.27,0.00,0.28,1.38,1.55,81.12,0.00,34.18,60.86,235.65,42.74,0.00,39.68,43.64,44.08,47.69,0.00,38.00,45.00,81.00,1.79,0.00,1.15,2.24,3.93,1.62,0.00,1.34,1.51,3.13,0.80,0.00,0.50,0.50,1.30,1.02,0.00,1.00,1.00,1.00
27043,40.89,0.30,34.56,0.30,24.55,0.30,5.65,0.30,1.16,0.30,0.28,1.22,1.43,110.87,0.30,43.33,108.31,235.65,43.78,0.30,43.55,43.82,44.08,51.88,0.30,43.00,50.00,81.00,1.32,0.30,1.15,1.21,2.24,1.51,0.30,1.34,1.39,3.13,1.10,0.30,0.50,1.30,1.30,1.19,0.00,1.00,1.00,2.00
27047,39.38,0.00,36.50,0.00,24.12,0.00,1.79,0.00,1.21,0.00,1.17,1.22,1.22,101.33,0.00,60.86,108.31,108.31,44.02,0.00,43.64,44.08,44.08,50.00,0.00,50.00,50.00,50.00,1.30,0.00,1.21,1.21,2.24,1.41,0.00,1.39,1.39,1.51,1.18,0.00,0.50,1.30,1.30,0.66,0.00,0.00,1.00,1.00
27049,52.17,0.00,29.52,0.00,18.31,0.00,3.97,0.00,1.32,0.00,0.28,1.39,1.73,78.02,0.00,34.18,57.53,235.65,42.41,0.00,38.14,43.64,44.86,46.27,0.00,32.00,44.00,81.00,1.68,0.00,1.02,1.43,6.47,1.52,0.00,1.10,1.51,3.13,0.77,0.00,0.30,0.50,1.30,1.78,0.00,1.00,1.00,2.00
27051,43.53,0.00,31.18,0.00,25.28,0.00,0.52,0.00,1.38,0.00,NaN,1.36,1.47,104.32,0.00,82.82,110.92,112.23,43.38,0.00,40.22,44.10,44.86,45.19,0.00,41.00,46.00,47.31,1.35,0.00,1.02,1.21,2.97,1.28,0.00,1.10,1.26,1.57,1.30,0.00,1.30,1.30,1.30,1.95,0.00,1.00,1.00,17.00
27062,38.81,0.00,35.40,0.00,25.79,0.00,3.61,0.00,1.24,0.00,0.28,1.35,1.47,115.02,0.00,60.86,110.92,235.65,44.04,0.00,40.22,44.10,44.86,49.74,0.00,41.00,47.00,81.00,1.20,0.00,1.02,1.21,2.97,1.29,0.00,1.10,1.26,3.13,1.23,0.00,0.50,1.30,1.30,10.33,0.00,1.00,1.00,50.00
27064,38.37,0.00,36.19,0.00,25.43,0.00,0.56,0.00,1.37,0.00,1.35,1.38,1.39,101.86,0.00,44.86,108.92,112.23,44.11,0.00,43.73,43.82,44.86,45.50,0.00,44.00,45.00,47.00,1.24,0.00,1.02,1.38,1.43,1.27,0.00,1.10,1.34,1.58,1.20,0.00,0.50,1.30,1.30,3.59,0.00,1.00,1.00,21.00
27065,59.38,0.00,23.29,0.00,17.32,0.00,3.72,0.00,1.36,0.00,0.28,1.55,1.73,73.61,0.00,34.18,36.11,235.65,41.42,0.00,37.94,39.80,44.08,44.71,0.00,32.00,38.00,81.00,2.02,0.00,1.15,3.90,6.73,1.66,0.00,1.34,1.96,3.13,0.80,0.00,0.50,0.50,1.30,1.01,0.00,1.00,1.00,1.00
